song,artist,uri,features_danceability,features_energy,features_key,features_loudness,features_mode,features_speechiness,features_acousticness,features_instrumentalness,features_liveness,features_valence,features_tempo,features_type,features_id,features_uri,features_track_href,features_analysis_url,features_duration_ms,features_time_signature
Bangarang (feat. Sirah),Skrillex,spotify:track:6VRhkROS2SZHGlp0pxndbJ,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,audio_features,6VRhkROS2SZHGlp0pxndbJ,spotify:track:6VRhkROS2SZHGlp0pxndbJ,https://api.spotify.com/v1/tracks/6VRhkROS2SZHGlp0pxndbJ,https://api.spotify.com/v1/audio-analysis/6VRhkROS2SZHGlp0pxndbJ,215253,4
Scary Monsters and Nice Sprites,Skrillex,spotify:track:5q8oybjZelukF4h0CzSUN9,0.528,0.945,7,-3.386,0,0.0928,0.0034,0.505,0.115,0.308,139.987,audio_features,5q8oybjZelukF4h0CzSUN9,spotify:track:5q8oybjZelukF4h0CzSUN9,https://api.spotify.com/v1/tracks/5q8oybjZelukF4h0CzSUN9,https://api.spotify.com/v1/audio-analysis/5q8oybjZelukF4h0CzSUN9,243853,4
All I Ask of You (feat. Pennybirdrabbit),Skrillex,spotify:track:0fMAyo16WDEhIGoQHMSFCK,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,audio_features,0fMAyo16WDEhIGoQHMSFCK,spotify:track:0fMAyo16WDEhIGoQHMSFCK,https://api.spotify.com/v1/tracks/0fMAyo16WDEhIGoQHMSFCK,https://api.spotify.com/v1/audio-analysis/0fMAyo16WDEhIGoQHMSFCK,340341,4
"With You, Friends (Long Drive)",Skrillex,spotify:track:6gowYUVBi2MZibmuosT8mh,0.366,0.572,2,-4.748,1,0.0377,0.343,0.00895,0.186,0.356,119.938,audio_features,6gowYUVBi2MZibmuosT8mh,spotify:track:6gowYUVBi2MZibmuosT8mh,https://api.spotify.com/v1/tracks/6gowYUVBi2MZibmuosT8mh,https://api.spotify.com/v1/audio-analysis/6gowYUVBi2MZibmuosT8mh,389024,4
10 F*CKS (with Mansa),Tory Lanez,spotify:track:7DHNcoR73yUYCSn6PqBgkH,0.709,0.562,11,-10.326,1,0.116,0.048,0,0.207,0.265,88.027,audio_features,7DHNcoR73yUYCSn6PqBgkH,spotify:track:7DHNcoR73yUYCSn6PqBgkH,https://api.spotify.com/v1/tracks/7DHNcoR73yUYCSn6PqBgkH,https://api.spotify.com/v1/audio-analysis/7DHNcoR73yUYCSn6PqBgkH,169763,4
Giddy Up (feat. Wiz Khalifa & 24KGoldn),Internet Money,spotify:track:7hKksb6gmn4XBvKvJJXGDn,0.759,0.56,6,-6.911,1,0.151,0.0739,0,0.111,0.676,149.038,audio_features,7hKksb6gmn4XBvKvJJXGDn,spotify:track:7hKksb6gmn4XBvKvJJXGDn,https://api.spotify.com/v1/tracks/7hKksb6gmn4XBvKvJJXGDn,https://api.spotify.com/v1/audio-analysis/7hKksb6gmn4XBvKvJJXGDn,157852,4
Devastated (feat. lilspirit),Internet Money,spotify:track:3gJJRTc5I22Eq41NYey8RT,0.785,0.457,1,-8.002,0,0.0621,0.29,0,0.122,0.687,128.93,audio_features,3gJJRTc5I22Eq41NYey8RT,spotify:track:3gJJRTc5I22Eq41NYey8RT,https://api.spotify.com/v1/tracks/3gJJRTc5I22Eq41NYey8RT,https://api.spotify.com/v1/audio-analysis/3gJJRTc5I22Eq41NYey8RT,139535,4
Let You Down (feat. TyFontaine & TheHxliday),Internet Money,spotify:track:0zNN2ezI0qylU2sIHyqfJa,0.51,0.516,4,-7.599,0,0.107,0.342,0,0.0968,0.427,111.941,audio_features,0zNN2ezI0qylU2sIHyqfJa,spotify:track:0zNN2ezI0qylU2sIHyqfJa,https://api.spotify.com/v1/tracks/0zNN2ezI0qylU2sIHyqfJa,https://api.spotify.com/v1/audio-analysis/0zNN2ezI0qylU2sIHyqfJa,162857,5
"Really Redd (feat. Trippie Redd, Lil Keed, Young Nudy)",Internet Money,spotify:track:6JaehWULm97mbTTVxQXQAY,0.788,0.583,1,-6.105,1,0.087,0.0434,0,0.108,0.468,80.044,audio_features,6JaehWULm97mbTTVxQXQAY,spotify:track:6JaehWULm97mbTTVxQXQAY,https://api.spotify.com/v1/tracks/6JaehWULm97mbTTVxQXQAY,https://api.spotify.com/v1/audio-analysis/6JaehWULm97mbTTVxQXQAY,186000,4
I Want You Around,Snoh Aalegra,spotify:track:2VqKx3HH8gaZPabNWYvksy,0.705,0.433,4,-9.706,1,0.204,0.388,0.134,0.0841,0.602,168.006,audio_features,2VqKx3HH8gaZPabNWYvksy,spotify:track:2VqKx3HH8gaZPabNWYvksy,https://api.spotify.com/v1/tracks/2VqKx3HH8gaZPabNWYvksy,https://api.spotify.com/v1/audio-analysis/2VqKx3HH8gaZPabNWYvksy,212787,4
Toussa Toussa - New Version,Disiz,spotify:track:0I2gBQZ3wQgN8XXFft7gwS,0.76,0.858,11,-6.38,0,0.235,0.406,0,0.14,0.47,91.928,audio_features,0I2gBQZ3wQgN8XXFft7gwS,spotify:track:0I2gBQZ3wQgN8XXFft7gwS,https://api.spotify.com/v1/tracks/0I2gBQZ3wQgN8XXFft7gwS,https://api.spotify.com/v1/audio-analysis/0I2gBQZ3wQgN8XXFft7gwS,177947,4
Best Day,Disiz,spotify:track:6wzIKvMIsOYStLxDsPlwAB,0.532,0.814,0,-5.592,1,0.227,0.0788,0,0.882,0.662,166.441,audio_features,6wzIKvMIsOYStLxDsPlwAB,spotify:track:6wzIKvMIsOYStLxDsPlwAB,https://api.spotify.com/v1/tracks/6wzIKvMIsOYStLxDsPlwAB,https://api.spotify.com/v1/audio-analysis/6wzIKvMIsOYStLxDsPlwAB,217573,4
Dans tes rêves - Radar Mix,Disiz,spotify:track:1esGn7cWlI5nK2X5KGgZXw,0.385,0.859,7,-5.443,1,0.459,0.292,0,0.101,0.796,86.851,audio_features,1esGn7cWlI5nK2X5KGgZXw,spotify:track:1esGn7cWlI5nK2X5KGgZXw,https://api.spotify.com/v1/tracks/1esGn7cWlI5nK2X5KGgZXw,https://api.spotify.com/v1/audio-analysis/1esGn7cWlI5nK2X5KGgZXw,206347,4
Wash Us In The Blood,Kanye West,spotify:track:7mEUjhl6aTztdHCrxoTgBG,0.67,0.847,10,-4.85,1,0.409,0.184,0,0.304,0.381,137.22,audio_features,7mEUjhl6aTztdHCrxoTgBG,spotify:track:7mEUjhl6aTztdHCrxoTgBG,https://api.spotify.com/v1/tracks/7mEUjhl6aTztdHCrxoTgBG,https://api.spotify.com/v1/audio-analysis/7mEUjhl6aTztdHCrxoTgBG,189827,4
sobeautiful,Musiq Soulchild,spotify:track:2PN3gbuBn5WBEwrEJH3xiu,0.689,0.562,7,-7.048,0,0.0637,0.0656,0,0.0885,0.21,133.987,audio_features,2PN3gbuBn5WBEwrEJH3xiu,spotify:track:2PN3gbuBn5WBEwrEJH3xiu,https://api.spotify.com/v1/tracks/2PN3gbuBn5WBEwrEJH3xiu,https://api.spotify.com/v1/audio-analysis/2PN3gbuBn5WBEwrEJH3xiu,291133,4
Armed N Dangerous - Charlie Sloth Freestyle,Pop Smoke,spotify:track:18bum1uNxoHQ8WwbOlMY9Z,0.754,0.724,8,-7.282,0,0.103,0.539,0.0326,0.112,0.655,143.548,audio_features,18bum1uNxoHQ8WwbOlMY9Z,spotify:track:18bum1uNxoHQ8WwbOlMY9Z,https://api.spotify.com/v1/tracks/18bum1uNxoHQ8WwbOlMY9Z,https://api.spotify.com/v1/audio-analysis/18bum1uNxoHQ8WwbOlMY9Z,146720,4
Low Life (feat. The Weeknd),Future,spotify:track:7EiZI6JVHllARrX9PUvAdX,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4
Ronald Reagan Era,Kendrick Lamar,spotify:track:3gl1RenSXn1biKijZ1qvky,0.424,0.828,1,-4.991,0,0.335,0.0152,0,0.389,0.3,167.469,audio_features,3gl1RenSXn1biKijZ1qvky,spotify:track:3gl1RenSXn1biKijZ1qvky,https://api.spotify.com/v1/tracks/3gl1RenSXn1biKijZ1qvky,https://api.spotify.com/v1/audio-analysis/3gl1RenSXn1biKijZ1qvky,216900,4
Rigamortus,Kendrick Lamar,spotify:track:2b3KgzISdjZVNPJJ1945nw,0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,audio_features,2b3KgzISdjZVNPJJ1945nw,spotify:track:2b3KgzISdjZVNPJJ1945nw,https://api.spotify.com/v1/tracks/2b3KgzISdjZVNPJJ1945nw,https://api.spotify.com/v1/audio-analysis/2b3KgzISdjZVNPJJ1945nw,168591,4
"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,spotify:track:2RVD9taXtOtcapahld30E2,0.654,0.753,11,-7.556,0,0.395,0.303,8.08e-05,0.13,0.371,110.722,audio_features,2RVD9taXtOtcapahld30E2,spotify:track:2RVD9taXtOtcapahld30E2,https://api.spotify.com/v1/tracks/2RVD9taXtOtcapahld30E2,https://api.spotify.com/v1/audio-analysis/2RVD9taXtOtcapahld30E2,723573,5
Real,Kendrick Lamar,spotify:track:4TnfY6yuQiD0cjsU7lDjDm,0.652,0.458,1,-12.272,1,0.194,0.0282,0,0.664,0.174,100.046,audio_features,4TnfY6yuQiD0cjsU7lDjDm,spotify:track:4TnfY6yuQiD0cjsU7lDjDm,https://api.spotify.com/v1/tracks/4TnfY6yuQiD0cjsU7lDjDm,https://api.spotify.com/v1/audio-analysis/4TnfY6yuQiD0cjsU7lDjDm,443413,4
Now Or Never - Bonus Track,Kendrick Lamar,spotify:track:4pJv05UA2DDxAqKBC3xyo3,0.528,0.708,7,-5.879,0,0.207,0.264,0,0.308,0.781,97.8,audio_features,4pJv05UA2DDxAqKBC3xyo3,spotify:track:4pJv05UA2DDxAqKBC3xyo3,https://api.spotify.com/v1/tracks/4pJv05UA2DDxAqKBC3xyo3,https://api.spotify.com/v1/audio-analysis/4pJv05UA2DDxAqKBC3xyo3,256013,4
Black Boy Fly - Bonus Track,Kendrick Lamar,spotify:track:48eRbXw17B6NheEXkvluWb,0.593,0.731,1,-5.21,1,0.149,0.108,1.52e-06,0.103,0.61,160.084,audio_features,48eRbXw17B6NheEXkvluWb,spotify:track:48eRbXw17B6NheEXkvluWb,https://api.spotify.com/v1/tracks/48eRbXw17B6NheEXkvluWb,https://api.spotify.com/v1/audio-analysis/48eRbXw17B6NheEXkvluWb,279147,4
The Recipe (Black Hippy Remix) - Bonus Track,Kendrick Lamar,spotify:track:410Rb1xtgWVg8YKkpE3dkY,0.723,0.758,1,-7.303,0,0.148,0.000588,0,0.357,0.628,131.051,audio_features,410Rb1xtgWVg8YKkpE3dkY,spotify:track:410Rb1xtgWVg8YKkpE3dkY,https://api.spotify.com/v1/tracks/410Rb1xtgWVg8YKkpE3dkY,https://api.spotify.com/v1/audio-analysis/410Rb1xtgWVg8YKkpE3dkY,262920,4
Perfect Time,Roddy Ricch,spotify:track:6kiIVIbmwEw6JvIZc7UG0E,0.577,0.734,8,-8.484,0,0.432,0.171,0,0.12,0.254,94.122,audio_features,6kiIVIbmwEw6JvIZc7UG0E,spotify:track:6kiIVIbmwEw6JvIZc7UG0E,https://api.spotify.com/v1/tracks/6kiIVIbmwEw6JvIZc7UG0E,https://api.spotify.com/v1/audio-analysis/6kiIVIbmwEw6JvIZc7UG0E,142710,4
understand,Omah Lay,spotify:track:6teW0qt23aGnWhC0rSvtoz,0.697,0.653,0,-7.284,1,0.102,0.166,0.231,0.0911,0.627,99.982,audio_features,6teW0qt23aGnWhC0rSvtoz,spotify:track:6teW0qt23aGnWhC0rSvtoz,https://api.spotify.com/v1/tracks/6teW0qt23aGnWhC0rSvtoz,https://api.spotify.com/v1/audio-analysis/6teW0qt23aGnWhC0rSvtoz,174545,4
Allô babe,Sneazzy,spotify:track:07nNWytf3aqj7BebgJHtFm,0.668,0.485,5,-11.355,0,0.0922,0.352,0,0.125,0.409,94.023,audio_features,07nNWytf3aqj7BebgJHtFm,spotify:track:07nNWytf3aqj7BebgJHtFm,https://api.spotify.com/v1/tracks/07nNWytf3aqj7BebgJHtFm,https://api.spotify.com/v1/audio-analysis/07nNWytf3aqj7BebgJHtFm,197427,4
Vaisseau,Sneazzy,spotify:track:0zfRKUT1VhaaHxEsgxWdyp,0.807,0.608,0,-4.939,0,0.067,0.34,0,0.218,0.703,102.043,audio_features,0zfRKUT1VhaaHxEsgxWdyp,spotify:track:0zfRKUT1VhaaHxEsgxWdyp,https://api.spotify.com/v1/tracks/0zfRKUT1VhaaHxEsgxWdyp,https://api.spotify.com/v1/audio-analysis/0zfRKUT1VhaaHxEsgxWdyp,201027,4
Toi & moi,Sneazzy,spotify:track:6tWie8oSHGVGRFYr8x7CZN,0.581,0.633,6,-5.315,0,0.145,0.138,0,0.0984,0.706,98.936,audio_features,6tWie8oSHGVGRFYr8x7CZN,spotify:track:6tWie8oSHGVGRFYr8x7CZN,https://api.spotify.com/v1/tracks/6tWie8oSHGVGRFYr8x7CZN,https://api.spotify.com/v1/audio-analysis/6tWie8oSHGVGRFYr8x7CZN,170427,4
My Turn Interlude,K. Forest,spotify:track:66I3NlWu0NiDZtaC18GRNd,0.461,0.322,11,-11.44,1,0.0537,0.685,0,0.141,0.443,133.737,audio_features,66I3NlWu0NiDZtaC18GRNd,spotify:track:66I3NlWu0NiDZtaC18GRNd,https://api.spotify.com/v1/tracks/66I3NlWu0NiDZtaC18GRNd,https://api.spotify.com/v1/audio-analysis/66I3NlWu0NiDZtaC18GRNd,148323,3
Reverse,K. Forest,spotify:track:5sRDDD4ZIjDfvoRP5EM1Hh,0.819,0.667,0,-12.949,1,0.141,0.416,0.00539,0.111,0.483,123.971,audio_features,5sRDDD4ZIjDfvoRP5EM1Hh,spotify:track:5sRDDD4ZIjDfvoRP5EM1Hh,https://api.spotify.com/v1/tracks/5sRDDD4ZIjDfvoRP5EM1Hh,https://api.spotify.com/v1/audio-analysis/5sRDDD4ZIjDfvoRP5EM1Hh,224575,4
Badman Love,Skales,spotify:track:1Gxs62k5Y6TrP7AoJy2jr6,0.87,0.68,5,-6.596,1,0.158,0.141,1.62e-05,0.0595,0.727,97.022,audio_features,1Gxs62k5Y6TrP7AoJy2jr6,spotify:track:1Gxs62k5Y6TrP7AoJy2jr6,https://api.spotify.com/v1/tracks/1Gxs62k5Y6TrP7AoJy2jr6,https://api.spotify.com/v1/audio-analysis/1Gxs62k5Y6TrP7AoJy2jr6,210033,4
Dis-le moi,RK,spotify:track:5CsKYZC8DIunforfRAv6qp,0.751,0.556,8,-8.455,1,0.0793,0.178,6.97e-05,0.24,0.372,77.486,audio_features,5CsKYZC8DIunforfRAv6qp,spotify:track:5CsKYZC8DIunforfRAv6qp,https://api.spotify.com/v1/tracks/5CsKYZC8DIunforfRAv6qp,https://api.spotify.com/v1/audio-analysis/5CsKYZC8DIunforfRAv6qp,154613,4
Perfect Timing,YG,spotify:track:5RMuBon0mBTvWycelbJqaM,0.773,0.576,7,-7.838,1,0.375,0.0427,0,0.116,0.635,92.979,audio_features,5RMuBon0mBTvWycelbJqaM,spotify:track:5RMuBon0mBTvWycelbJqaM,https://api.spotify.com/v1/tracks/5RMuBon0mBTvWycelbJqaM,https://api.spotify.com/v1/audio-analysis/5RMuBon0mBTvWycelbJqaM,196129,4
4 AM,2 Chainz,spotify:track:1nX9KhK3Fff27SnrIor2Yb,0.796,0.5,1,-7.21,1,0.425,0.118,0,0.155,0.227,75.012,audio_features,1nX9KhK3Fff27SnrIor2Yb,spotify:track:1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/tracks/1nX9KhK3Fff27SnrIor2Yb,https://api.spotify.com/v1/audio-analysis/1nX9KhK3Fff27SnrIor2Yb,255560,4
Yamborghini High (feat. Juicy J),A$AP Mob,spotify:track:2rqUblDWJKlMVwh9uJc0Vv,0.838,0.765,7,-6.299,1,0.28,0.0283,1.5e-05,0.0779,0.635,137.767,audio_features,2rqUblDWJKlMVwh9uJc0Vv,spotify:track:2rqUblDWJKlMVwh9uJc0Vv,https://api.spotify.com/v1/tracks/2rqUblDWJKlMVwh9uJc0Vv,https://api.spotify.com/v1/audio-analysis/2rqUblDWJKlMVwh9uJc0Vv,302004,4
"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",A$AP Mob,spotify:track:0RyA3o15NOLJYtm9NlDu5c,0.635,0.777,1,-6.018,1,0.231,0.181,0,0.357,0.177,128.09,audio_features,0RyA3o15NOLJYtm9NlDu5c,spotify:track:0RyA3o15NOLJYtm9NlDu5c,https://api.spotify.com/v1/tracks/0RyA3o15NOLJYtm9NlDu5c,https://api.spotify.com/v1/audio-analysis/0RyA3o15NOLJYtm9NlDu5c,218947,4
Put That On My Set (feat. A$AP Rocky & Skepta),A$AP Mob,spotify:track:2kwxN1whHc0YR0cBHR5iOi,0.752,0.547,1,-8.555,1,0.0787,0.113,0.000249,0.107,0.161,111.962,audio_features,2kwxN1whHc0YR0cBHR5iOi,spotify:track:2kwxN1whHc0YR0cBHR5iOi,https://api.spotify.com/v1/tracks/2kwxN1whHc0YR0cBHR5iOi,https://api.spotify.com/v1/audio-analysis/2kwxN1whHc0YR0cBHR5iOi,201080,4
Vibranium,Chunkz,spotify:track:2YBywWeiTiso2SuSg8PWTG,0.726,0.813,6,-5.597,0,0.0451,0.0585,0.000498,0.315,0.382,105.04,audio_features,2YBywWeiTiso2SuSg8PWTG,spotify:track:2YBywWeiTiso2SuSg8PWTG,https://api.spotify.com/v1/tracks/2YBywWeiTiso2SuSg8PWTG,https://api.spotify.com/v1/audio-analysis/2YBywWeiTiso2SuSg8PWTG,208509,4
Tribe (with J. Cole),Bas,spotify:track:0YAQnYt2oB8OdoaeqnHyTI,0.755,0.594,7,-5.906,1,0.216,0.241,0,0.107,0.237,178.929,audio_features,0YAQnYt2oB8OdoaeqnHyTI,spotify:track:0YAQnYt2oB8OdoaeqnHyTI,https://api.spotify.com/v1/tracks/0YAQnYt2oB8OdoaeqnHyTI,https://api.spotify.com/v1/audio-analysis/0YAQnYt2oB8OdoaeqnHyTI,238053,4
Talk To Me,Drakeo the Ruler,spotify:track:3Kwdm0iLyEiRB8InsZoo6n,0.773,0.281,1,-9.781,1,0.11,0.24,0,0.112,0.465,102.019,audio_features,3Kwdm0iLyEiRB8InsZoo6n,spotify:track:3Kwdm0iLyEiRB8InsZoo6n,https://api.spotify.com/v1/tracks/3Kwdm0iLyEiRB8InsZoo6n,https://api.spotify.com/v1/audio-analysis/3Kwdm0iLyEiRB8InsZoo6n,227706,4
Tints (feat. Kendrick Lamar),Anderson .Paak,spotify:track:7c3SbTuufigBWURcICnAWy,0.805,0.833,1,-6.73,0,0.12,0.0859,0,0.0578,0.703,109.076,audio_features,7c3SbTuufigBWURcICnAWy,spotify:track:7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/tracks/7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/audio-analysis/7c3SbTuufigBWURcICnAWy,268400,4
Feel The Vibe,BJ The Chicago Kid,spotify:track:3KapR70eIR6Zm3kJfG4oB3,0.631,0.8,2,-6.546,0,0.0506,0.188,0.000533,0.64,0.857,87.482,audio_features,3KapR70eIR6Zm3kJfG4oB3,spotify:track:3KapR70eIR6Zm3kJfG4oB3,https://api.spotify.com/v1/tracks/3KapR70eIR6Zm3kJfG4oB3,https://api.spotify.com/v1/audio-analysis/3KapR70eIR6Zm3kJfG4oB3,240884,4
Smokin' And Ridin' (feat. Freddie Gibbs & Problem),BJ The Chicago Kid,spotify:track:5P4KMR8aiKtz2WFxNVYChF,0.45,0.718,0,-4.035,0,0.256,0.161,2.14e-05,0.323,0.715,131.978,audio_features,5P4KMR8aiKtz2WFxNVYChF,spotify:track:5P4KMR8aiKtz2WFxNVYChF,https://api.spotify.com/v1/tracks/5P4KMR8aiKtz2WFxNVYChF,https://api.spotify.com/v1/audio-analysis/5P4KMR8aiKtz2WFxNVYChF,212533,4
Spoil My Night (feat. Swae Lee),Post Malone,spotify:track:5VuxWXbt7XENQCtE9TzpTv,0.672,0.717,1,-2.714,1,0.034,0.341,2.4e-05,0.106,0.225,160.981,audio_features,5VuxWXbt7XENQCtE9TzpTv,spotify:track:5VuxWXbt7XENQCtE9TzpTv,https://api.spotify.com/v1/tracks/5VuxWXbt7XENQCtE9TzpTv,https://api.spotify.com/v1/audio-analysis/5VuxWXbt7XENQCtE9TzpTv,194560,4
Never Let Me Down,Kanye West,spotify:track:34j4OxJxKznBs88cjSL2j9,0.459,0.816,11,-4.872,0,0.403,0.423,0,0.169,0.643,80.293,audio_features,34j4OxJxKznBs88cjSL2j9,spotify:track:34j4OxJxKznBs88cjSL2j9,https://api.spotify.com/v1/tracks/34j4OxJxKznBs88cjSL2j9,https://api.spotify.com/v1/audio-analysis/34j4OxJxKznBs88cjSL2j9,324440,4
Ride It,Jay Sean,spotify:track:2YSrlOiR9kyiqUURfYwDXI,0.694,0.651,11,-5.645,0,0.127,0.257,0,0.11,0.704,93.887,audio_features,2YSrlOiR9kyiqUURfYwDXI,spotify:track:2YSrlOiR9kyiqUURfYwDXI,https://api.spotify.com/v1/tracks/2YSrlOiR9kyiqUURfYwDXI,https://api.spotify.com/v1/audio-analysis/2YSrlOiR9kyiqUURfYwDXI,190053,4
Down,Jay Sean,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,audio_features,6cmm1LMvZdB5zsCwX5BjqE,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,https://api.spotify.com/v1/tracks/6cmm1LMvZdB5zsCwX5BjqE,https://api.spotify.com/v1/audio-analysis/6cmm1LMvZdB5zsCwX5BjqE,212507,4
Do You,Jay Sean,spotify:track:15cRPHZYxkm3RRyUZuei72,0.574,0.737,5,-5.418,0,0.0381,0.123,0,0.288,0.285,105.943,audio_features,15cRPHZYxkm3RRyUZuei72,spotify:track:15cRPHZYxkm3RRyUZuei72,https://api.spotify.com/v1/tracks/15cRPHZYxkm3RRyUZuei72,https://api.spotify.com/v1/audio-analysis/15cRPHZYxkm3RRyUZuei72,244907,4
Stuck In The Middle,Jay Sean,spotify:track:0wue4bJSSLG00G939OuKpg,0.596,0.732,9,-5.174,0,0.037,0.3,0,0.134,0.543,140.099,audio_features,0wue4bJSSLG00G939OuKpg,spotify:track:0wue4bJSSLG00G939OuKpg,https://api.spotify.com/v1/tracks/0wue4bJSSLG00G939OuKpg,https://api.spotify.com/v1/audio-analysis/0wue4bJSSLG00G939OuKpg,215347,4
Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke,spotify:track:5EVzgDPaM0LCM3M5exl3z8,0.441,0.623,1,-7.331,0,0.0414,0.135,0,0.14,0.285,78.082,audio_features,5EVzgDPaM0LCM3M5exl3z8,spotify:track:5EVzgDPaM0LCM3M5exl3z8,https://api.spotify.com/v1/tracks/5EVzgDPaM0LCM3M5exl3z8,https://api.spotify.com/v1/audio-analysis/5EVzgDPaM0LCM3M5exl3z8,249231,4
Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,spotify:track:4LaGu95Ui2s4vprSQYWUAZ,0.716,0.67,0,-6.995,0,0.101,0.526,0,0.13,0.411,145.043,audio_features,4LaGu95Ui2s4vprSQYWUAZ,spotify:track:4LaGu95Ui2s4vprSQYWUAZ,https://api.spotify.com/v1/tracks/4LaGu95Ui2s4vprSQYWUAZ,https://api.spotify.com/v1/audio-analysis/4LaGu95Ui2s4vprSQYWUAZ,203586,4
Woo Baby (feat. Chris Brown),Pop Smoke,spotify:track:58T4yPLn4NjBYXfRxeweyM,0.563,0.672,9,-7.226,0,0.0765,0.359,0,0.0972,0.284,99.772,audio_features,58T4yPLn4NjBYXfRxeweyM,spotify:track:58T4yPLn4NjBYXfRxeweyM,https://api.spotify.com/v1/tracks/58T4yPLn4NjBYXfRxeweyM,https://api.spotify.com/v1/audio-analysis/58T4yPLn4NjBYXfRxeweyM,156000,4
Merci Beaucoup,Pop Smoke,spotify:track:6mPZVis3gEGSSR2rhxlehT,0.581,0.476,0,-6.493,1,0.189,0.476,5.66e-06,0.495,0.103,141.823,audio_features,6mPZVis3gEGSSR2rhxlehT,spotify:track:6mPZVis3gEGSSR2rhxlehT,https://api.spotify.com/v1/tracks/6mPZVis3gEGSSR2rhxlehT,https://api.spotify.com/v1/audio-analysis/6mPZVis3gEGSSR2rhxlehT,175775,4
Back Door (feat. Quavo & Kodak Black),Pop Smoke,spotify:track:6f84PrgxSWSv4EBRweHXZJ,0.695,0.722,0,-7.588,1,0.0452,0.0698,3.72e-06,0.17,0.511,160.015,audio_features,6f84PrgxSWSv4EBRweHXZJ,spotify:track:6f84PrgxSWSv4EBRweHXZJ,https://api.spotify.com/v1/tracks/6f84PrgxSWSv4EBRweHXZJ,https://api.spotify.com/v1/audio-analysis/6f84PrgxSWSv4EBRweHXZJ,243000,4
9min,MHD,spotify:track:0ocyx5iy9mdokYxTGNXkM3,0.614,0.543,2,-9.359,1,0.494,0.767,0,0.096,0.489,84.823,audio_features,0ocyx5iy9mdokYxTGNXkM3,spotify:track:0ocyx5iy9mdokYxTGNXkM3,https://api.spotify.com/v1/tracks/0ocyx5iy9mdokYxTGNXkM3,https://api.spotify.com/v1/audio-analysis/0ocyx5iy9mdokYxTGNXkM3,540000,4
À jamais,Niro,spotify:track:1b43BSaRWOWELmbAskqRil,0.403,0.581,11,-10.84,0,0.75,0.41,0,0.695,0.202,83.136,audio_features,1b43BSaRWOWELmbAskqRil,spotify:track:1b43BSaRWOWELmbAskqRil,https://api.spotify.com/v1/tracks/1b43BSaRWOWELmbAskqRil,https://api.spotify.com/v1/audio-analysis/1b43BSaRWOWELmbAskqRil,295107,4
Millenials (Génération Y),Niro,spotify:track:2eARXBtOJbqXzab2s7ODPj,0.654,0.636,2,-6.822,0,0.303,0.69,0,0.107,0.628,100.46,audio_features,2eARXBtOJbqXzab2s7ODPj,spotify:track:2eARXBtOJbqXzab2s7ODPj,https://api.spotify.com/v1/tracks/2eARXBtOJbqXzab2s7ODPj,https://api.spotify.com/v1/audio-analysis/2eARXBtOJbqXzab2s7ODPj,188907,4
Trop parler peut les tuer,Niro,spotify:track:3aqECjsAbDUsHi7ZUv1qC4,0.765,0.594,1,-8.544,1,0.127,0.428,0.00295,0.101,0.389,139.991,audio_features,3aqECjsAbDUsHi7ZUv1qC4,spotify:track:3aqECjsAbDUsHi7ZUv1qC4,https://api.spotify.com/v1/tracks/3aqECjsAbDUsHi7ZUv1qC4,https://api.spotify.com/v1/audio-analysis/3aqECjsAbDUsHi7ZUv1qC4,169067,4
STAY (with Justin Bieber),The Kid LAROI,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
